id,setid,long_ft,short_ft,row,col,block,dbh,year,site,name,plot,ibap,iba,ibamai,batot,ht,stms,canker,nline,neline,eline,seline,sline,swline,wline,nwline,line_index,area_index,sname2,n_dbh,ne_dbh,e_dbh,se_dbh,s_dbh,sw_dbh,w_dbh,nw_dbh,sname3,dbh_count,cdbh_sum,cdbh_avg,dbh_ratio,sum_dbh_ratio1_sd,sum_dbh_ratio2_cd,ba_ratio,sum_ba_ratio,sdbh_x_avgcdbh
359,8,9,9,2,6,2,6.7,2012,U07m,81XAA04,30,0,0,0.031,0.245,43,0,0,3.9,6.1,4.2,6.5,4.7,7.5,4.5,9.1,46.40,89.04,81XAA04,8.9,7.3,7.7,6.5,6,4.7,6.7,2.7,81XAA04,8,50.5,6.31,1.06,7.54,9.60,1.04,7.67,42.29
360,8,9,9,3,6,2,6,2012,U07m,81XAA04,30,0,0,0.025,0.196,41.4,0,0,4.3,5.6,4.3,5.5,9.0,4.8,5.0,6.0,44.57,86.73,81XAA04,6.7,7.7,6.5,7.8,0,9.8,4.7,6.7,81XAA04,7,49.9,6.24,0.96,8.32,6.15,0.78,10.29,37.43
361,8,9,9,4,6,2,0,2012,U07m,81XAA04,30,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,81XAA04,6,6.5,7.8,0.8,5.6,0,9.8,4.7,81XAA04,7,41.2,5.15,0.00,0.00,0.00,0.00,0.00,0.00
362,8,9,9,5,6,2,5.6,2012,U07m,82XAA04,29,0,0,0.021,0.171,33.1,0,0,9.0,5.3,7.9,12.7,3.8,12.7,9.0,4.6,65.07,171.23,82XAA04,0,7.8,0.8,0,7.7,0,0,9.8,82XAA04,4,26.1,3.26,1.72,4.66,9.02,1.16,6.91,18.27
363,8,9,9,6,6,2,7.7,2012,U07m,82XAA04,29,0,0,0.041,0.327,37.5,0,0,5.2,11.5,9.0,8.7,4.8,12.7,9.0,12.7,73.72,226.64,82XAA04,5.6,0.8,0,3.6,6.6,0,0,0,82XAA04,4,16.6,2.08,3.71,2.16,14.31,5.36,1.49,15.98
364,8,9,9,7,6,2,6.6,2012,U07m,82XAA04,29,0,0,0.03,0.24,36.4,0,0,4.2,12.7,5.8,8.8,5.0,12.7,9.0,12.7,70.90,200.51,82XAA04,7.7,0,3.6,3,5.3,0,0,0,82XAA04,4,19.6,2.45,2.69,2.97,6.14,3.19,2.51,16.17
365,8,9,9,8,6,2,5.3,2012,U07m,82XAA04,29,0,0,0.019,0.152,43.1,0,0,4.0,7.6,5.7,6.7,6.1,6.8,9.0,12.7,58.74,149.39,82XAA04,6.6,3.6,3,4.7,2.5,4.6,0,0,82XAA04,6,25.0,3.13,1.70,4.72,8.44,1.95,4.09,16.56
366,8,9,9,9,6,3,2.5,2012,U07m,18XAG04,28,0,0,0.004,0.034,25.4,0,0,2.9,5.8,3.1,5.0,2.4,4.9,3.2,12.7,40.00,59.04,18XAG04,5.3,3,4.7,3.9,6.7,4,4.6,0,18XAG04,7,32.2,4.03,0.62,12.88,4.02,0.32,25.03,10.06
367,8,9,9,10,6,3,6.7,2012,U07m,18XAG04,28,0,0,0.031,0.245,47.6,0,0,6.6,7.5,5.7,6.9,7.7,5.6,5.6,7.5,53.09,123.87,18XAG04,2.5,4.7,3.9,5.7,1.1,8.6,4,4.6,18XAG04,8,35.1,4.39,1.53,5.24,17.00,1.91,4.20,29.40
368,8,9,9,11,6,3,1.1,2012,U07m,18XAG04,28,0,0,0.001,0.007,9.8,0,0,1.3,2.8,1.5,12.7,1.6,1.7,1.0,2.7,25.32,20.24,18XAG04,6.7,3.9,5.7,0,5.1,7.1,8.6,4,18XAG04,7,41.1,5.14,0.21,37.36,1.41,0.04,214.02,5.65
369,8,9,9,12,6,3,5.1,2012,U07m,18XAG04,28,0,0,0.018,0.142,44.4,0,0,7.4,6.0,9.0,4.8,9.0,8.2,3.8,4.7,52.94,121.24,18XAG04,1.1,5.7,0,8.4,0,2.8,7.1,8.6,18XAG04,6,33.7,4.21,1.21,6.61,9.27,0.88,9.09,21.48
370,8,9,9,13,6,3,0,2012,U07m,1XTE04,27,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,1XTE04,5.1,0,8.4,7.2,0,5,2.8,7.1,1XTE04,6,35.6,4.45,0.00,0.00,0.00,0.00,0.00,0.00
371,8,9,9,14,6,3,0,2012,U07m,1XTE04,27,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,1XTE04,0,8.4,7.2,7.5,0,6.7,5,2.8,1XTE04,6,37.6,4.70,0.00,0.00,0.00,0.00,0.00,0.00
372,8,9,9,15,6,3,0,2012,U07m,1XTE04,27,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,1XTE04,0,7.2,7.5,8.8,2.9,4.9,6.7,5,1XTE04,7,43.0,5.38,0.00,0.00,0.00,0.00,0.00,0.00
373,8,9,9,16,6,3,2.9,2012,U07m,1XTE04,27,0,0,0.006,0.046,34.7,0,0,9.0,3.5,2.2,12.7,3.6,12.7,3.3,3.8,51.05,88.60,1XTE04,0,7.5,8.8,0,4.3,0,4.9,6.7,1XTE04,5,32.2,4.03,0.72,11.10,2.42,0.30,26.29,11.67
374,8,9,9,17,6,6,4.3,2012,U07m,82XAA04,26,0,0,0.013,0.101,34.7,0,0,5.4,4.2,9.0,6.0,3.7,6.8,9.0,5.9,50.08,109.29,82XAA04,2.9,8.8,0,4.8,6.1,3.7,0,4.9,82XAA04,6,31.2,3.90,1.10,7.26,5.61,0.80,9.94,16.77
375,8,9,9,18,6,6,6.1,2012,U07m,82XAA04,26,0,0,0.025,0.202,37.4,0,0,5.3,12.7,5.0,7.3,4.7,9.7,5.6,12.7,63.10,155.90,82XAA04,4.3,0,4.8,4.5,5.6,1.9,3.7,0,82XAA04,6,24.8,3.10,1.97,4.07,9.99,2.70,2.97,18.91
376,8,9,9,19,6,6,5.6,2012,U07m,82XAA04,26,0,0,0.021,0.171,35.5,0,0,4.3,6.9,5.0,5.4,4.1,12.7,6.7,7.7,52.80,118.57,82XAA04,6.1,4.8,4.5,7.5,6.7,0,1.9,3.7,82XAA04,7,35.2,4.40,1.27,6.29,9.37,1.26,6.34,24.64
377,8,9,9,20,6,6,6.7,2012,U07m,82XAA04,26,0,0,0.03,0.242,34.6,0,0,4.9,7.6,4.2,8.7,4.3,6.3,9.0,9.9,55.00,129.40,82XAA04,5.6,4.5,7.5,3.1,7.3,6.8,0,1.9,82XAA04,7,36.7,4.59,1.46,5.48,11.17,1.63,4.91,30.74
378,8,9,9,21,6,0,7.3,2012,U07m,NM6,0,122%,0.162,0.037,0.294,32,0,0,4.7,6.3,6.3,12.7,9.0,12.7,4.7,12.7,69.13,196.92,NM6,6.7,7.5,3.1,0,0,0,6.8,0,NM6,4,24.1,3.01,2.42,3.30,5.49,2.72,2.95,21.99
379,8,9,9,1,7,2,7.3,2012,U07m,83XAA04,31,35%,0.076,0.037,0.294,39.6,0,0,9.0,12.7,6.8,12.7,4.4,6.6,4.1,12.7,69.03,199.71,83XAA04,0,0,2.4,0,7.7,6.7,8.9,0,83XAA04,4,25.7,3.21,2.27,3.52,5.90,2.25,3.55,23.45
380,8,9,9,2,7,2,7.7,2012,U07m,83XAA04,31,39%,0.09,0.04,0.32,41.3,0,0,4.6,9.7,9.0,10.7,4.9,7.2,4.8,5.9,56.73,143.21,83XAA04,7.3,2.4,0,1.5,6.5,6,6.7,8.9,83XAA04,7,39.3,4.91,1.57,5.10,13.88,1.80,4.45,37.83
381,8,9,9,3,7,2,6.5,2012,U07m,83XAA04,31,10%,0.021,0.029,0.23,40.5,0,0,4.1,12.7,7.3,9.3,4.1,12.7,4.7,6.3,61.22,147.89,83XAA04,7.7,0,1.5,2.4,7.8,0,6,6.7,83XAA04,6,32.1,4.01,1.62,4.94,10.77,1.62,4.95,26.08
382,8,9,9,4,7,2,7.8,2012,U07m,83XAA04,31,24%,0.065,0.041,0.332,41.2,0,0,4.9,10.7,6.9,7.4,8.2,7.4,9.0,7.2,61.59,163.95,83XAA04,6.5,1.5,2.4,5.7,0.8,5.6,0,6,83XAA04,7,28.5,3.56,2.19,3.65,23.46,3.23,2.48,27.79
383,8,9,9,5,7,2,0.8,2012,U07m,2XT4E04,32,0,0,0,0.003,0,0,0,0.8,3.2,1.1,3.0,9.0,1.2,1.1,12.7,32.17,26.01,2XT4E04,7.8,2.4,5.7,2.6,0,7.7,5.6,0,2XT4E04,6,31.8,3.98,0.20,39.75,1.13,0.03,307.03,3.18
384,8,9,9,6,7,2,0,2012,U07m,2XT4E04,32,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,2XT4E04,0.8,5.7,2.6,2.2,3.6,6.6,7.7,5.6,2XT4E04,8,34.8,4.35,0.00,0.00,0.00,0.00,0.00,0.00
385,8,9,9,7,7,2,3.6,2012,U07m,2XT4E04,32,0,0,0.009,0.071,34.7,0,0,9.0,7.4,5.6,5.1,4.9,5.1,3.2,4.1,44.41,89.39,2XT4E04,0,2.6,2.2,5.3,3,5.3,6.6,7.7,2XT4E04,7,32.7,4.09,0.88,9.08,6.59,0.58,13.86,14.72
386,8,9,9,8,7,2,3,2012,U07m,2XT4E04,32,0,0,0.006,0.051,33.8,0,0,4.1,7.3,3.3,3.9,3.5,6.9,3.3,4.0,36.30,55.39,2XT4E04,3.6,2.2,5.3,6.7,4.7,2.5,5.3,6.6,2XT4E04,8,36.9,4.61,0.65,12.30,6.07,0.38,21.20,13.84
387,8,9,9,9,7,3,4.7,2012,U07m,17XGA04,33,0,0,0.015,0.119,35,0,0,5.5,6.0,3.7,5.8,4.9,5.2,5.9,6.0,43.02,81.25,17XGA04,3,5.3,6.7,5.6,3.9,6.7,2.5,5.3,17XGA04,8,39.0,4.88,0.96,8.30,8.67,0.85,9.41,22.91
388,8,9,9,10,7,3,3.9,2012,U07m,17XGA04,33,0,0,0.01,0.083,39,0,0,4.1,4.7,3.7,4.6,3.7,9.9,3.3,7.8,41.71,69.55,17XGA04,4.7,6.7,5.6,6.9,5.7,1.1,6.7,2.5,17XGA04,8,39.9,4.99,0.78,10.23,9.05,0.53,15.17,19.45
389,8,9,9,11,7,3,5.7,2012,U07m,17XGA04,33,0,0,0.022,0.175,38.1,0,0,5.3,6.4,4.1,6.4,9.0,6.7,7.5,5.9,51.37,116.99,17XGA04,3.9,5.6,6.9,5.6,0,5.1,1.1,6.7,17XGA04,7,34.9,4.36,1.31,6.12,11.47,1.32,6.08,24.87
390,8,9,9,12,7,3,0,2012,U07m,17XGA04,33,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,17XGA04,5.7,6.9,5.6,6,8.4,0,5.1,1.1,17XGA04,7,38.8,4.85,0.00,0.00,0.00,0.00,0.00,0.00
391,8,9,9,13,7,3,8.4,2012,U07m,83XAA04,34,20%,0.064,0.048,0.383,46.8,0,0,9.0,7.6,5.2,7.9,4.8,12.7,9.0,7.9,64.24,179.24,83XAA04,0,5.6,6,5.2,7.2,0,0,5.1,83XAA04,5,29.1,3.64,2.31,3.46,7.33,3.28,2.44,30.56
392,8,9,9,14,7,3,7.2,2012,U07m,83XAA04,34,14%,0.034,0.035,0.28,41.7,0,0,4.2,6.9,5.2,12.7,4.4,12.7,9.0,12.7,67.91,185.90,83XAA04,8.4,6,5.2,0,7.5,0,0,0,83XAA04,4,27.1,3.39,2.13,3.76,4.40,2.18,3.66,24.39
393,8,9,9,15,7,3,7.5,2012,U07m,83XAA04,34,5%,0.015,0.038,0.305,44.5,0,0,4.6,7.5,9.0,8.7,4.1,9.2,9.0,12.7,64.83,180.25,83XAA04,7.2,5.2,0,3.5,8.8,2.9,0,0,83XAA04,5,27.6,3.45,2.17,3.68,8.07,2.54,3.15,25.88
394,8,9,9,16,7,3,8.8,2012,U07m,83XAA04,34,29%,0.096,0.053,0.426,42.7,0,0,4.9,12.7,6.4,7.7,9.0,8.6,6.8,12.7,68.80,193.00,83XAA04,7.5,0,3.5,5.7,0,4.3,2.9,0,83XAA04,5,23.9,2.99,2.95,2.72,10.31,4.84,1.65,26.29
395,8,9,9,17,7,6,0,2012,U07m,81XAA04,35,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,81XAA04,8.8,3.5,5.7,6.2,4.8,6.1,4.3,2.9,81XAA04,8,42.3,5.29,0.00,0.00,0.00,0.00,0.00,0.00
396,8,9,9,18,7,6,4.8,2012,U07m,81XAA04,35,0,0,0.016,0.126,36.5,0,0,9.0,5.8,3.9,12.7,4.6,5.9,4.0,6.7,52.67,113.82,81XAA04,0,5.7,6.2,0,4.5,5.6,6.1,4.3,81XAA04,6,32.4,4.05,1.19,6.75,5.44,1.03,7.74,19.44
397,8,9,9,19,7,6,4.5,2012,U07m,81XAA04,35,0,0,0.014,0.109,36.1,0,0,4.4,5.4,9.0,6.7,3.4,5.1,4.0,5.4,43.27,83.75,81XAA04,4.8,6.2,0,4.1,7.5,6.7,5.6,6.1,81XAA04,7,41.0,5.13,0.88,9.11,5.57,0.65,12.25,23.06
398,8,9,9,20,7,6,7.5,2012,U07m,81XAA04,35,0,0,0.038,0.304,48.7,0,0,5.6,12.7,5.8,9.0,6.4,6.4,4.8,7.3,58.04,142.40,81XAA04,4.5,0,4.1,3.1,3.1,7.3,6.7,5.6,81XAA04,7,34.4,4.30,1.74,4.59,11.82,2.42,3.30,32.25
399,8,9,9,21,7,0,3.1,2012,U07m,85XAA04,0,32%,0.013,0.007,0.052,44,0,0,2.6,5.5,4.5,12.7,9.0,12.7,2.7,4.0,53.78,134.71,85XAA04,7.5,4.1,3.1,0,0,0,7.3,6.7,85XAA04,5,28.7,3.59,0.86,9.26,3.06,0.43,18.82,11.12
400,8,9,9,1,8,2,2.4,2012,U07m,1XTE04,40,0,0,0.004,0.031,26.4,0,0,9.0,12.7,9.0,7.1,9.0,3.0,2.2,12.7,64.81,188.73,1XTE04,0,0,0,1.9,0,7.7,7.3,0,1XTE04,3,16.9,2.11,1.14,7.04,1.90,0.40,20.17,5.07
401,8,9,9,2,8,2,0,2012,U07m,1XTE04,40,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,1XTE04,2.4,0,1.9,0,1.5,6.5,7.7,7.3,1XTE04,6,27.3,3.41,0.00,0.00,0.00,0.00,0.00,0.00
402,8,9,9,3,8,2,1.5,2012,U07m,1XTE04,40,0,0,0.002,0.012,18.2,0,0,9.0,5.6,9.0,12.7,3.5,2.1,1.7,2.1,45.62,103.39,1XTE04,0,1.9,0,0,2.4,7.8,6.5,7.7,1XTE04,5,26.3,3.29,0.46,17.53,2.03,0.10,76.33,4.93
403,8,9,9,4,8,2,2.4,2012,U07m,1XTE04,40,0,0,0.004,0.031,26.3,0,0,5.5,12.7,9.0,3.0,2.7,9.5,2.1,3.4,48.02,103.21,1XTE04,1.5,0,0,7.8,5.7,0.8,7.8,6.5,1XTE04,6,30.1,3.76,0.64,12.54,6.01,0.23,34.60,9.03
404,8,9,9,5,8,2,5.7,2012,U07m,18XAG04,39,0,0,0.022,0.177,40.4,0,0,6.3,12.7,3.8,5.3,6.2,12.7,7.9,5.4,60.37,154.78,18XAG04,2.4,0,7.8,7.9,2.6,0,0.8,7.8,18XAG04,6,29.3,3.66,1.56,5.14,13.88,1.32,6.07,20.88
405,8,9,9,6,8,2,2.6,2012,U07m,18XAG04,39,0,0,0.005,0.037,25.4,0,0,2.8,3.2,2.2,3.4,4.9,5.3,9.0,9.7,40.55,81.02,18XAG04,5.7,7.8,7.9,7.2,2.2,3.6,0,0.8,18XAG04,7,35.2,4.40,0.59,13.54,6.63,0.24,33.43,11.44
406,8,9,9,7,8,2,2.2,2012,U07m,18XAG04,39,0,0,0.003,0.026,20.5,0,0,4.1,2.8,2.1,2.6,2.6,5.4,3.4,12.7,35.74,55.87,18XAG04,2.6,7.9,7.2,8.7,5.3,3,3.6,0,18XAG04,7,38.3,4.79,0.46,17.41,3.44,0.16,50.98,10.53
407,8,9,9,8,8,2,5.3,2012,U07m,18XAG04,39,0,0,0.019,0.154,42.2,0,0,6.4,5.4,3.4,6.7,4.0,6.7,5.7,7.6,45.89,91.70,18XAG04,2.2,7.2,8.7,4.8,6.7,4.7,3,3.6,18XAG04,8,40.9,5.11,1.04,7.72,10.02,0.92,8.70,27.10
408,8,9,9,9,8,3,6.7,2012,U07m,82XAA04,38,0,0,0.031,0.246,41.3,0,0,5.0,5.5,5.2,6.5,4.9,8.0,5.3,8.8,49.29,104.33,82XAA04,5.3,8.7,4.8,6.5,5.6,3.9,4.7,3,82XAA04,8,42.5,5.31,1.26,6.34,11.03,1.46,5.50,35.59
409,8,9,9,10,8,3,5.6,2012,U07m,82XAA04,38,0,0,0.021,0.171,37.3,0,0,4.1,6.9,4.2,7.9,4.0,6.3,5.3,6.9,45.60,86.80,82XAA04,6.7,4.8,6.5,3.4,6.9,5.7,3.9,4.7,82XAA04,8,42.6,5.33,1.05,7.61,8.93,1.05,7.63,29.82
410,8,9,9,11,8,3,6.9,2012,U07m,82XAA04,38,0,0,0.032,0.257,39.4,0,0,5.0,6.6,6.0,8.1,5.0,12.7,4.9,8.1,56.44,130.09,82XAA04,5.6,6.5,3.4,3.9,5.6,0,5.7,3.9,82XAA04,7,34.6,4.33,1.60,5.01,10.30,2.12,3.77,29.84
411,8,9,9,12,8,3,5.6,2012,U07m,82XAA04,38,0,0,0.021,0.171,39.5,0,0,4.0,7.9,5.3,5.8,4.3,5.1,9.0,6.3,47.84,99.16,82XAA04,6.9,3.4,3.9,6.6,6,8.4,0,5.7,82XAA04,7,40.9,5.11,1.10,7.30,7.33,0.98,8.19,28.63
412,8,9,9,13,8,3,6,2012,U07m,81XAA04,37,0,0,0.025,0.197,43.4,0,0,4.7,7.7,4.3,6.3,4.8,5.8,3.8,12.7,50.00,99.90,81XAA04,5.6,3.9,6.6,6.2,5.2,7.2,8.4,0,81XAA04,7,43.1,5.39,1.11,7.18,7.19,1.04,7.72,32.33
413,8,9,9,14,8,3,5.2,2012,U07m,81XAA04,37,0,0,0.018,0.147,43.9,0,0,4.2,5.6,4.1,5.8,9.0,5.2,3.8,4.9,42.50,80.31,81XAA04,6,6.6,6.2,6.3,0,7.5,7.2,8.4,81XAA04,7,48.2,6.03,0.86,9.27,5.35,0.64,12.44,31.33
414,8,9,9,15,8,3,0,2012,U07m,81XAA04,37,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,81XAA04,5.2,6.2,6.3,3.8,3.5,8.8,7.5,7.2,81XAA04,8,48.5,6.06,0.00,0.00,0.00,0.00,0.00,0.00
415,8,9,9,16,8,3,3.5,2012,U07m,81XAA04,37,0,0,0.008,0.067,31.4,0,0,9.0,4.5,4.3,4.0,3.4,12.7,2.6,4.0,44.64,75.87,81XAA04,0,6.3,3.8,7.6,5.7,0,8.8,7.5,81XAA04,6,39.7,4.96,0.71,11.34,3.42,0.35,22.70,17.37
416,8,9,9,17,8,6,5.7,2012,U07m,84XAA04,36,0,0,0.022,0.177,39.9,0,0,5.6,7.6,3.9,6.7,4.3,6.9,9.0,5.0,49.01,103.17,84XAA04,3.5,3.8,7.6,5.1,6.2,4.8,0,8.8,84XAA04,7,39.8,4.98,1.15,6.98,7.75,1.04,7.68,28.36
417,8,9,9,18,8,6,6.2,2012,U07m,84XAA04,36,0,0,0.026,0.21,41.1,0,0,4.7,5.7,4.9,5.9,9.0,7.4,5.1,12.7,55.41,129.11,84XAA04,5.7,7.6,5.1,7.2,0,4.5,4.8,0,84XAA04,6,34.9,4.36,1.42,5.63,6.65,1.45,5.50,27.05
418,8,9,9,19,8,6,0,2012,U07m,84XAA04,36,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,84XAA04,6.2,5.1,7.2,9.8,4.1,7.5,4.5,4.8,84XAA04,8,49.2,6.15,0.00,0.00,0.00,0.00,0.00,0.00
419,8,9,9,20,8,6,4.1,2012,U07m,84XAA04,36,0,0,0.011,0.092,40.6,0,0,9.0,4.6,2.7,8.4,5.1,7.2,3.2,6.1,46.31,89.60,84XAA04,0,7.2,9.8,2.1,3.1,3.1,7.5,4.5,84XAA04,7,37.3,4.66,0.88,9.10,7.04,0.54,14.75,19.12
420,8,9,9,21,8,0,3.1,2012,U07m,85XAA04,0,32%,0.013,0.007,0.052,37,0,0,3.9,3.1,5.4,12.7,9.0,12.7,4.5,3.7,54.98,146.41,85XAA04,4.1,9.8,2.1,0,0,0,3.1,7.5,85XAA04,5,26.6,3.33,0.93,8.58,3.96,0.42,19.06,10.31
421,8,9,9,1,9,2,0,2012,U07m,85XAA04,41,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,85XAA04,0,0,8.3,1.2,1.9,0,2.4,0,85XAA04,4,13.8,1.73,0.00,0.00,0.00,0.00,0.00,0.00
422,8,9,9,2,9,2,1.9,2012,U07m,85XAA04,41,0,0,0.002,0.02,17.4,0,0,9.0,2.4,5.5,3.4,9.0,7.1,9.0,5.6,51.03,110.70,85XAA04,0,8.3,1.2,5.2,0,1.5,0,2.4,85XAA04,5,18.6,2.33,0.82,9.79,4.24,0.27,29.19,4.42
423,8,9,9,3,9,2,0,2012,U07m,85XAA04,41,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,85XAA04,1.9,1.2,5.2,8.1,0,2.4,1.5,0,85XAA04,6,20.3,2.54,0.00,0.00,0.00,0.00,0.00,0.00
424,8,9,9,4,9,2,0,2012,U07m,85XAA04,41,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,85XAA04,0,5.2,8.1,4.7,7.8,5.7,2.4,1.5,85XAA04,7,35.4,4.43,0.00,0.00,0.00,0.00,0.00,0.00
425,8,9,9,5,9,2,7.8,2012,U07m,80XAA04,42,17%,0.049,0.041,0.332,48.3,0,0,9.0,6.2,5.6,8.6,4.5,9.5,5.2,9.7,58.44,144.56,80XAA04,0,8.1,4.7,3.7,7.9,2.6,5.7,2.4,80XAA04,7,35.1,4.39,1.78,4.50,13.34,2.33,3.43,34.22
426,8,9,9,6,9,2,7.9,2012,U07m,80XAA04,42,17%,0.05,0.043,0.34,40.5,0,0,4.5,8.0,6.1,8.1,4.7,10.0,6.8,7.4,55.58,131.09,80XAA04,7.8,4.7,3.7,4.5,7.2,2.2,2.6,5.7,80XAA04,8,38.4,4.80,1.65,4.86,15.70,2.35,3.41,37.92
427,8,9,9,7,9,2,7.2,2012,U07m,80XAA04,42,31%,0.066,0.035,0.283,41.6,0,0,4.3,8.4,5.5,9.0,4.1,7.3,6.9,9.4,54.87,125.17,80XAA04,7.9,3.7,4.5,3,8.7,5.3,2.2,2.6,80XAA04,8,37.9,4.74,1.52,5.26,15.09,1.88,4.26,34.11
428,8,9,9,8,9,2,8.7,2012,U07m,80XAA04,42,29%,0.094,0.052,0.414,39.9,0,0,4.9,8.4,6.7,9.0,5.8,7.2,5.6,10.2,57.75,140.96,80XAA04,7.2,4.5,3,3.6,4.8,6.7,5.3,2.2,80XAA04,8,37.3,4.66,1.87,4.29,17.17,3.11,2.58,40.56
429,8,9,9,9,9,3,4.8,2012,U07m,84XAA04,43,0,0,0.016,0.126,37.5,0,0,3.2,7.8,5.1,12.7,3.8,5.9,3.8,6.0,48.41,94.07,84XAA04,8.7,3,3.6,0,6.5,5.6,6.7,5.3,84XAA04,7,39.4,4.93,0.97,8.21,6.70,0.75,10.60,23.64
430,8,9,9,10,9,3,6.5,2012,U07m,84XAA04,43,0,0,0.029,0.229,38.4,0,0,5.2,8.2,9.0,7.9,5.9,6.2,4.8,6.3,53.43,128.23,84XAA04,4.8,3.6,0,4,3.4,6.9,5.6,6.7,84XAA04,7,35.0,4.38,1.49,5.38,9.77,1.80,4.44,28.44
431,8,9,9,11,9,3,3.4,2012,U07m,84XAA04,43,0,0,0.008,0.063,32.1,0,0,3.1,12.7,4.1,12.7,4.2,4.8,3.0,4.8,49.46,92.47,84XAA04,6.5,0,4,0,3.9,5.6,6.9,5.6,84XAA04,6,32.5,4.06,0.84,9.56,3.95,0.50,15.90,13.81
432,8,9,9,12,9,3,3.9,2012,U07m,84XAA04,43,0,0,0.01,0.083,34.6,0,0,4.8,6.3,9.0,8.4,3.3,5.0,3.7,4.6,45.15,93.68,84XAA04,3.4,4,0,2,6.6,6,5.6,6.9,84XAA04,7,34.5,4.31,0.90,8.85,6.57,0.64,12.50,16.82
433,8,9,9,13,9,3,6.6,2012,U07m,80XAA04,44,26%,0.048,0.029,0.236,37.9,0,0,5.7,12.7,6.9,12.7,4.6,7.1,4.7,6.9,61.38,157.30,80XAA04,3.9,0,2,0,6.2,5.2,6,5.6,80XAA04,6,28.9,3.61,1.83,4.38,9.60,2.29,3.49,23.84
434,8,9,9,14,9,3,6.2,2012,U07m,80XAA04,44,18%,0.032,0.026,0.21,34.7,0,0,4.4,9.6,9.0,12.7,4.5,12.7,4.9,6.5,64.27,169.32,80XAA04,6.6,2,0,0,6.3,0,5.2,6,80XAA04,5,26.1,3.26,1.90,4.21,7.25,2.05,3.91,20.23
435,8,9,9,15,9,3,6.3,2012,U07m,80XAA04,44,41%,0.064,0.027,0.22,29.9,0,0,4.5,12.7,9.0,10.6,5.6,8.2,9.0,7.0,66.58,191.07,80XAA04,6.2,0,0,1.3,3.8,3.5,0,5.2,80XAA04,5,20.0,2.50,2.52,3.17,10.53,3.38,2.36,15.75
436,8,9,9,16,9,3,3.8,2012,U07m,80XAA04,44,33%,0.019,0.01,0.079,31.8,0,0,3.4,12.7,6.7,4.5,3.0,5.1,4.7,12.7,52.84,111.08,80XAA04,6.3,0,1.3,6.9,7.6,5.7,3.5,0,80XAA04,6,31.3,3.91,0.97,8.24,6.33,0.60,13.26,14.87
437,8,9,9,17,9,6,7.6,2012,U07m,83XAA04,45,13%,0.035,0.039,0.312,37.7,0,0,6.0,10.9,4.7,12.7,5.4,7.0,5.1,8.7,60.57,147.07,83XAA04,3.8,1.3,6.9,0,5.1,6.2,5.7,3.5,83XAA04,7,32.5,4.06,1.87,4.28,15.17,2.67,2.99,30.88
438,8,9,9,18,9,6,5.1,2012,U07m,83XAA04,45,33%,0.036,0.018,0.143,31.1,0,0,3.6,5.4,9.0,6.0,3.7,12.7,4.1,6.0,50.51,102.31,83XAA04,7.6,6.9,0,5.8,7.2,0,6.2,5.7,83XAA04,6,39.4,4.93,1.04,7.73,4.72,0.79,10.06,25.12
439,8,9,9,19,9,6,7.2,2012,U07m,83XAA04,45,22%,0.05,0.035,0.28,36.1,0,0,5.3,12.7,5.0,8.5,3.8,8.1,9.0,6.8,59.23,143.76,83XAA04,5.1,0,5.8,3.6,9.8,4.1,0,6.2,83XAA04,6,34.6,4.33,1.66,4.81,8.31,1.85,4.32,31.14
440,8,9,9,20,9,6,9.8,2012,U07m,83XAA04,45,72%,0.222,0.066,0.528,36.2,0,0,5.2,8.0,6.6,12.1,7.4,9.7,6.3,12.7,68.03,192.12,83XAA04,7.2,5.8,3.6,0.5,2.1,3.1,4.1,0,83XAA04,7,26.4,3.30,2.97,2.69,35.59,5.93,1.35,32.34
