field_trial_key|id|notes|notes2|notes3|planted_order|live_quantity|is_plus_ynu|live_dbh_cm|live_height_cm|leaf_score|canker_score|tree_spacing_ft|row_nbr|column_nbr|replication_nbr|plot_nbr|block_nbr|id_test_spec|id_site
2b22|213|Planted with JRM (1.25/gallon)|0|0|-1|1|U|2.3|-1|-1|-1|4x6|2|42|-1|2|1|26|9
cag204|214|Planted with JRM (1.25/gallon)|2017 get whips|0|-1|1|U|2|-1|-1|-1|4x6|2|43|-1|2|1|26|9
2b21|215|Planted with JRM (1.25/gallon)|0|0|-1|1|U|1.5|-1|-1|-1|4x6|2|44|-1|2|1|26|9
2b21|216|Planted with JRM (1.25/gallon)|Thin later|0|-1|1|U|1.2|-1|-1|-1|4x6|2|45|-1|2|1|26|9
2b6|217|Planted with JRM (1.25/gallon), Whip with 1 inch roots|2017 get whips|0|-1|1|U|1.3|-1|-1|-1|4x6|2|46|-1|2|1|26|9
2b6|218|Planted with JRM (1.25/gallon), Whip with 1 inch roots|2017 get whips, thin later|0|-1|1|U|1.1|-1|-1|-1|4x6|2|47|-1|2|1|26|9
2b6|219|Planted with JRM (1.25/gallon), Whip with 1 inch roots|2017 get whips|0|-1|1|U|1|-1|-1|-1|4x6|2|48|-1|2|1|26|9
2b25|220|whip - 1 inch roots|0|0|-1|1|U|1.3|-1|-1|-1|4x6|2|49|-1|2|1|26|9
2b3|221|Planted with JRM (1.25/gallon), has good roots|0|0|-1|1|U|1.4|-1|-1|-1|4x6|2|50|-1|2|1|26|9
2b3|222|Planted with JRM (1.25/gallon), has good roots|Thin later|0|-1|1|U|1.2|-1|-1|-1|4x6|2|51|-1|2|1|26|9
2b3|223|Planted with JRM (1.25/gallon), has good roots|0|0|-1|1|U|1.1|-1|-1|-1|4x6|2|52|-1|2|1|26|9
2b21|224|Planted with JRM (1.25/gallon), Whip with 1 inch roots|2017 get whips|0|-1|1|U|1.3|-1|-1|-1|4x6|2|53|-1|2|1|26|9
2b21|225|Planted with JRM (1.25/gallon), Whip with 1 inch roots|2017 get whips, thin later|0|-1|1|U|0.8|-1|-1|-1|4x6|2|54|-1|2|1|26|9
2b21|226|Planted with JRM (1.25/gallon), Whip with 1 inch roots|2017 get whips|0|-1|1|U|0.7|-1|-1|-1|4x6|2|55|-1|2|1|26|9
2b21|227|Planted with JRM (1.25/gallon), Whip with 1 inch roots|2017 get whips|0|-1|1|U|1.2|-1|-1|-1|4x6|2|55|-1|2|1|26|9
gg8|228|Notes - PostNE - WEST Edge (Rows WtoE) aka clone E4|Start: 2017-PostNE-West-Planting|Dead|-1|0|U|0|-1|-1|-1|4x6|1|1|-1|1|1|27|9
4gw10|229|0|0|0|-1|1|U|2|-1|-1|-1|4x6|1|2|-1|2|1|27|9
2bg7|230|0|0|0|-1|1|U|2.1|-1|-1|-1|4x6|1|3|-1|3|1|27|9
16ab2|231|0|0|0|-1|1|U|2.4|-1|-1|-1|4x6|1|4|-1|4|1|27|9
4gw13|232|0|0|0|-1|1|U|2.2|-1|-1|-1|4x6|1|5|-1|5|1|27|9
20bs7|233|0|0|0|-1|1|U|1.9|-1|-1|-1|4x6|1|6|-1|6|1|27|9
20bs3|234|0|0|0|-1|1|U|2.6|-1|-1|-1|4x6|1|7|-1|7|1|27|9
16ab3|235|0|0|0|-1|1|U|2.6|-1|-1|-1|4x6|1|8|-1|8|1|27|9
4ab7|236|0|0|0|-1|1|U|2.3|-1|-1|-1|4x6|1|9|-1|9|1|27|9
80aa3mf|237|0|0|0|-1|1|U|2.8|-1|-1|-1|4x6|1|10|-1|10|1|27|9
80aa3mf|238|0|Thin later|0|-1|1|U|2.9|-1|-1|-1|4x6|1|11|-1|10|1|27|9
89aa1|239|0|0|0|-1|1|U|2.1|-1|-1|-1|4x6|1|12|-1|11|1|27|9
89aa1|240|0|Thin later|0|-1|1|U|2.3|-1|-1|-1|4x6|1|13|-1|11|1|27|9
2b22|241|0|0|0|-1|1|U|2|-1|-1|-1|4x6|1|14|-1|12|1|27|9
2b25|242|0|0|0|-1|1|U|1.8|-1|-1|-1|4x6|1|15|-1|13|1|27|9
dn34|243|0|2017 get whips|0|-1|1|U|2.9|-1|-1|-1|4x6|1|16|-1|17|1|27|9
dn34|244|0|2017 get whips, thin later|0|-1|1|U|2.7|-1|-1|-1|4x6|1|17|-1|17|1|27|9
dn34|245|0|2017 get whips|0|-1|1|U|2.7|-1|-1|-1|4x6|1|18|-1|17|1|27|9
dn34|246|0|2017 get whips, thin later|Deer broke stem|-1|1|U|1.8|-1|-1|-1|4x6|1|19|-1|17|1|27|9
dn34|247|0|2017 get whips|0|-1|1|U|2.6|-1|-1|-1|4x6|1|20|-1|17|1|27|9
1bw6|248|0|0|0|-1|1|U|2.8|-1|-1|-1|4x6|1|21|-1|18|1|27|9
1bw6|249|0|0|0|-1|1|U|2.1|-1|-1|-1|4x6|1|22|-1|18|1|27|9
105aa5|250|0|0|0|-1|1|U|2.3|-1|-1|-1|4x6|1|23|-1|19|1|27|9
105aa5|251|0|Thin later|0|-1|1|U|2|-1|-1|-1|4x6|1|24|-1|19|1|27|9
1bw1|252|0|2017 get whips|0|-1|1|U|1.6|-1|-1|-1|4x6|1|25|-1|20|1|27|9
20bs1|253|0|2017 get whips|0|-1|1|U|3.4|-1|-1|-1|4x6|1|26|-1|21|1|27|9
1bw1|254|0|0|0|-1|1|U|1.6|-1|-1|-1|4x6|1|27|-1|22|1|27|9
97aa11|255|0|Thin later|0|-1|1|U|2.2|-1|-1|-1|4x6|1|28|-1|24|1|27|9
3bc3|256|0|0|0|-1|1|U|2.9|-1|-1|-1|4x6|1|29|-1|25|1|27|9
4ab9|257|0|0|0|-1|1|U|3.2|-1|-1|-1|4x6|1|30|-1|26|1|27|9
4ab9|258|0|0|0|-1|1|U|2.8|-1|-1|-1|4x6|1|31|-1|26|1|27|9
92aa11|259|0|Thin later|0|-1|1|U|2.5|-1|-1|-1|4x6|1|32|-1|27|1|27|9
92aa11|260|0|0|0|-1|1|U|2.4|-1|-1|-1|4x6|1|33|-1|27|1|27|9
2b6|261|0|2017 get whips, thin later|0|-1|1|U|1.7|-1|-1|-1|4x6|1|34|-1|28|1|27|9
2b6|262|0|2017 get whips, thin later|0|-1|1|U|1.4|-1|-1|-1|4x6|1|35|-1|28|1|27|9
4ab4|263|0|0|0|-1|1|U|2|-1|-1|-1|4x6|1|36|-1|29|1|27|9
4ab4|264|0|0|0|-1|1|U|2|-1|-1|-1|4x6|1|37|-1|29|1|27|9
101aa11|265|0|Thin later|0|-1|1|U|2.4|-1|-1|-1|4x6|1|38|-1|30|1|27|9
101aa11|266|0|0|0|-1|1|U|2.5|-1|-1|-1|4x6|1|39|-1|30|1|27|9
101aa11|267|0|Thin later|0|-1|1|U|2.7|-1|-1|-1|4x6|1|40|-1|30|1|27|9
2b4|268|0|0|0|-1|1|U|2.5|-1|-1|-1|4x6|1|41|-1|31|1|27|9
2b64|269|0|0|0|-1|1|U|2.6|-1|-1|-1|4x6|1|42|-1|32|1|27|9
2b50|270|0|0|0|-1|1|U|2|-1|-1|-1|4x6|1|43|-1|33|1|27|9
2b62|271|0|0|0|-1|1|U|1.7|-1|-1|-1|4x6|1|44|-1|34|1|27|9
c173|272|0|2017 get whips|0|-1|1|U|2.7|-1|-1|-1|4x6|1|45|-1|35|1|27|9
c173|273|0|2017 get whips, thin later|0|-1|1|U|2|-1|-1|-1|4x6|1|46|-1|35|1|27|9
c173|274|0|2017 get whips|0|-1|1|U|2.3|-1|-1|-1|4x6|1|47|-1|35|1|27|9
98aa11|275|0|Thin later|0|-1|1|U|1.6|-1|-1|-1|4x6|1|48|-1|36|1|27|9
98aa11|276|0|0|0|-1|1|U|1.4|-1|-1|-1|4x6|1|49|-1|36|1|27|9
98aa11|277|0|Thin later|0|-1|1|U|1.6|-1|-1|-1|4x6|1|50|-1|36|1|27|9
101aa11|278|0|Thin later|0|-1|1|U|2.2|-1|-1|-1|4x6|1|51|-1|37|1|27|9
101aa11|279|0|0|0|-1|1|U|1.7|-1|-1|-1|4x6|1|52|-1|37|1|27|9
101aa11|280|0|Thin later|0|-1|1|U|1.8|-1|-1|-1|4x6|1|53|-1|37|1|27|9
105aa3|281|0|0|0|-1|1|U|1.7|-1|-1|-1|4x6|1|54|-1|38|1|27|9
16ab7|282|0|0|0|-1|1|U|2.1|-1|-1|-1|4x6|1|55|-1|39|1|27|9
105aa5|283|0|0|0|-1|1|U|1.6|-1|-1|-1|4x6|1|56|-1|40|1|27|9
4gw11|284|Start 2017 row 1 secondary planting|0|0|-1|1|U|-1|-1|-1|-1|8x10|1|57|-1|41|2|27|9
zoss|285|0|0|0|-1|1|U|-1|-1|-1|-1|8x10|1|58|-1|42|2|27|9
2b66|286|0|0|0|-1|1|U|0.8|-1|-1|-1|8x10|1|59|-1|43|2|27|9
98aa11|287|0|0|0|-1|1|U|-1|-1|-1|-1|8x10|1|60|-1|44|2|27|9
14b16|288|0|0|0|-1|1|U|-1|-1|-1|-1|8x10|1|61|-1|45|2|27|9
14b16|289|0|0|0|-1|1|U|-1|-1|-1|-1|8x10|1|62|-1|45|2|27|9
15b5|290|0|0|0|-1|1|U|0.9|-1|-1|-1|8x10|1|63|-1|46|2|27|9
19gb1|291|0|0|0|-1|1|U|0.8|-1|-1|-1|8x10|1|64|-1|47|2|27|9
14b18|292|0|0|0|-1|1|U|-1|-1|-1|-1|8x10|1|65|-1|48|2|27|9
16ab1|293|0|0|0|-1|1|U|1.9|-1|-1|-1|8x10|1|66|-1|49|2|27|9
14b6|294|0|0|0|-1|1|U|-1|-1|-1|-1|8x10|1|67|-1|50|2|27|9
18bg17|295|0|0|0|-1|1|U|-1|-1|-1|-1|8x10|1|68|-1|51|2|27|9
14b14|296|0|0|0|-1|1|U|-1|-1|-1|-1|8x10|1|69|-1|52|2|27|9
14b30|297|0|0|0|-1|1|U|-1|-1|-1|-1|8x10|1|70|-1|53|2|27|9
2b24|298|0|0|0|-1|1|U|0.1|-1|-1|-1|8x10|1|71|-1|54|2|27|9
15b14|299|0|0|0|-1|1|U|1.9|-1|-1|-1|8x10|1|72|-1|55|2|27|9
19gb9|300|0|0|0|-1|1|U|-1|-1|-1|-1|8x10|1|73|-1|56|2|27|9
2b7|301|0|0|0|-1|1|U|-1|-1|-1|-1|8x10|1|74|-1|57|2|27|9
14b13|302|0|0|0|-1|1|U|-1|-1|-1|-1|8x10|1|75|-1|58|2|27|9
15b8|303|0|0|0|-1|1|U|-1|-1|-1|-1|8x10|1|76|-1|59|2|27|9
15b11|304|0|0|0|-1|1|U|-1|-1|-1|-1|8x10|1|77|-1|60|2|27|9
14b11|305|End of Row 1, Secondary trees|0|0|-1|1|U|-1|-1|-1|-1|8x10|1|78|-1|61|2|27|9
4gw11|306|0|0|Start row 2, secondary trees|-1|1|U|2.3|-1|-1|-1|4x6|2|1|-1|1|1|27|9
2b73|307|0|0|0|-1|1|U|2|-1|-1|-1|4x6|2|2|-1|2|1|27|9
4gw12|308|0|0|0|-1|1|U|2.2|-1|-1|-1|4x6|2|3|-1|3|1|27|9
2b68|309|0|0|0|-1|1|U|1.9|-1|-1|-1|4x6|2|4|-1|4|1|27|9
16ab4|310|0|0|0|-1|1|U|2.2|-1|-1|-1|4x6|2|5|-1|5|1|27|9
16ab8|311|0|0|0|-1|1|U|2.4|-1|-1|-1|4x6|2|6|-1|6|1|27|9
20bs9|312|0|0|0|-1|1|U|3.6|-1|-1|-1|4x6|2|7|-1|7|1|27|9
16ab1|313|0|0|0|-1|1|U|2.7|-1|-1|-1|4x6|2|8|-1|8|1|27|9
98aa11|314|0|Thin later|0|-1|1|U|2.7|-1|-1|-1|4x6|2|9|-1|9|1|27|9
98aa11|315|0|0|0|-1|1|U|2.9|-1|-1|-1|4x6|2|10|-1|9|1|27|9
98aa11|316|0|Thin later|0|-1|1|U|2.6|-1|-1|-1|4x6|2|11|-1|11|1|27|9
98aa11|317|0|Thin later|0|-1|1|U|2.5|-1|-1|-1|4x6|2|12|-1|11|1|27|9
2b29|318|0|2017 get whips|0|-1|1|U|2.8|-1|-1|-1|4x6|2|13|-1|12|1|27|9
97aa11|319|0|0|0|-1|1|U|2.7|-1|-1|-1|4x6|2|14|-1|13|1|27|9
zoss|320|0|0|0|-1|1|U|1.7|-1|-1|-1|4x6|2|15|-1|14|1|27|9
2b6|321|0|0|0|-1|1|U|1.3|-1|-1|-1|4x6|2|16|-1|15|1|27|9
100aa12|322|0|0|0|-1|1|U|2.8|-1|-1|-1|4x6|2|17|-1|16|1|27|9
95aa11|323|0|0|0|-1|1|U|2.5|-1|-1|-1|4x6|2|18|-1|17|1|27|9
95aa11|324|0|Thin later|0|-1|1|U|2.1|-1|-1|-1|4x6|2|19|-1|17|1|27|9
105aa3|325|0|Thin later|0|-1|1|U|1.4|-1|-1|-1|4x6|2|20|-1|18|1|27|9
105aa3|326|0|0|0|-1|1|U|1|-1|-1|-1|4x6|2|21|-1|18|1|27|9
14b7|327|0|2017 get whips|0|-1|1|U|2|-1|-1|-1|4x6|2|22|-1|19|1|27|9
105aa3|328|0|Thin later|0|-1|1|U|2.3|-1|-1|-1|4x6|2|23|-1|20|1|27|9
105aa3|329|0|0|0|-1|1|U|2|-1|-1|-1|4x6|2|24|-1|20|1|27|9
zoss|330|0|Thin later|0|-1|1|U|1.6|-1|-1|-1|4x6|2|25|-1|25|1|27|9
zoss|331|0|0|0|-1|1|U|0.9|-1|-1|-1|4x6|2|26|-1|25|1|27|9
2b3|332|0|2017 get whips|0|-1|1|U|1.8|-1|-1|-1|4x6|2|27|-1|26|1|27|9
2b3|333|0|2017 get whips, thin later|0|-1|1|U|1.3|-1|-1|-1|4x6|2|28|-1|26|1|27|9
2b3|334|0|2017 get whips|0|-1|1|U|1.5|-1|-1|-1|4x6|2|29|-1|26|1|27|9
2b25|335|0|2017 get whips|0|-1|1|U|2|-1|-1|-1|4x6|2|30|-1|27|1|27|9
2b25|336|0|2017 get whips, thin later|0|-1|1|U|1.9|-1|-1|-1|4x6|2|31|-1|27|1|27|9
100aa11|337|0|2017 get whips|0|-1|1|U|3.6|-1|-1|-1|4x6|2|32|-1|28|1|27|9
100aa11|338|0|2017 get whips, thin later|0|-1|1|U|3.3|-1|-1|-1|4x6|2|33|-1|28|1|27|9
100aa11|339|0|2017 get whips|0|-1|1|U|3.4|-1|-1|-1|4x6|2|34|-1|28|1|27|9
100aa12|340|0|Thin later|0|-1|1|U|3.1|-1|-1|-1|4x6|2|35|-1|29|1|27|9
100aa12|341|0|0|0|-1|1|U|3.2|-1|-1|-1|4x6|2|36|-1|29|1|27|9
97aa12|342|0|Thin later|0|-1|1|U|2.7|-1|-1|-1|4x6|2|37|-1|30|1|27|9
97aa12|343|0|Thin later|0|-1|1|U|2.5|-1|-1|-1|4x6|2|38|-1|30|1|27|9
2b71|344|0|2017 get whips|0|-1|1|U|1.5|-1|-1|-1|4x6|2|39|-1|31|1|27|9
2b22|345|0|0|0|-1|1|U|2.5|-1|-1|-1|4x6|2|40|-1|32|1|27|9
2b22|346|0|Thin later|0|-1|1|U|1.9|-1|-1|-1|4x6|2|41|-1|32|1|27|9
2b22|347|0|0|0|-1|1|U|2.3|-1|-1|-1|4x6|2|42|-1|32|1|27|9
cag204|348|0|2017 get whips|0|-1|1|U|2|-1|-1|-1|4x6|2|43|-1|33|1|27|9
2b21|349|0|0|0|-1|1|U|1.5|-1|-1|-1|4x6|2|44|-1|34|1|27|9
2b21|350|0|Thin later|0|-1|1|U|1.2|-1|-1|-1|4x6|2|45|-1|34|1|27|9
2b6|351|0|2017 get whips|0|-1|1|U|1.3|-1|-1|-1|4x6|2|46|-1|35|1|27|9
2b6|352|0|2017 get whips, thin later|0|-1|1|U|1.1|-1|-1|-1|4x6|2|47|-1|35|1|27|9
2b6|353|0|2017 get whips|0|-1|1|U|1|-1|-1|-1|4x6|2|48|-1|35|1|27|9
2b25|354|whip – had 1 inch roots|0|0|-1|1|U|1.3|-1|-1|-1|4x6|2|49|-1|36|1|27|9
2b3|355|0|0|0|-1|1|U|1.4|-1|-1|-1|4x6|2|50|-1|37|1|27|9
2b3|356|0|Thin later|0|-1|1|U|1.2|-1|-1|-1|4x6|2|51|-1|37|1|27|9
2b3|357|0|0|0|-1|1|U|1.1|-1|-1|-1|4x6|2|52|-1|37|1|27|9
2b21|358|0|2017 get whips|0|-1|1|U|1.3|-1|-1|-1|4x6|2|53|-1|38|1|27|9
2b21|359|0|2017 get whips, thin later|0|-1|1|U|0.8|-1|-1|-1|4x6|2|54|-1|38|1|27|9
2b21|360|0|2017 get whips|0|-1|1|U|0.7|-1|-1|-1|4x6|2|55|-1|38|1|27|9
2b21|361|0|2017 get whips|0|-1|1|U|1.2|-1|-1|-1|4x6|2|56|-1|38|1|27|9
93aa11|362|Start 2017 row 2 secondary planting|0|0|-1|1|U|-1|-1|-1|-1|8x10|2|57|-1|39|1|27|9
93aa11|363|0|0|0|-1|1|U|-1|-1|-1|-1|8x10|2|58|-1|39|1|27|9
2b80|364|0|0|0|-1|1|U|-1|-1|-1|-1|8x10|2|59|-1|40|1|27|9
8bg8|365|0|0|0|-1|1|U|-1|-1|-1|-1|8x10|2|60|-1|41|1|27|9
6ba2|366|0|0|0|-1|1|U|-1|-1|-1|-1|8x10|2|61|-1|42|1|27|9
2b55|367|0|0|0|-1|1|U|-1|-1|-1|-1|8x10|2|62|-1|43|1|27|9
4ab9|368|0|0|0|-1|1|U|-1|-1|-1|-1|8x10|2|63|-1|44|1|27|9
8bg21|369|0|0|0|-1|1|U|-1|-1|-1|-1|8x10|2|64|-1|45|1|27|9
2b67|370|0|0|0|-1|1|U|-1|-1|-1|-1|8x10|2|65|-1|46|1|27|9
2b63|371|0|0|0|-1|1|U|-1|-1|-1|-1|8x10|2|66|-1|47|1|27|9
2b68|372|0|0|0|-1|1|U|-1|-1|-1|-1|8x10|2|67|-1|48|1|27|9
3bc4|373|0|0|0|-1|1|U|-1|-1|-1|-1|8x10|2|68|-1|49|1|27|9
aag2001|374|0|0|0|-1|1|U|-1|-1|-1|-1|8x10|2|69|-1|50|1|27|9
aag2001|375|0|0|0|-1|1|U|-1|-1|-1|-1|8x10|2|70|-1|50|1|27|9
7bt7|376|0|0|0|-1|1|U|-1|-1|-1|-1|8x10|2|71|-1|51|1|27|9
83aa70|377|0|0|0|-1|1|U|-1|-1|-1|-1|8x10|2|72|-1|52|1|27|9
ae3|378|0|0|0|-1|1|U|-1|-1|-1|-1|8x10|2|73|-1|53|1|27|9
ae3|379|0|0|0|-1|1|U|-1|-1|-1|-1|8x10|2|74|-1|53|1|27|9
2b62|380|0|0|0|-1|1|U|-1|-1|-1|-1|8x10|2|75|-1|54|1|27|9
aa4102|381|0|0|0|-1|1|U|-1|-1|-1|-1|8x10|2|76|-1|55|1|27|9
aa4102|382|0|0|0|-1|1|U|0.4|-1|-1|-1|8x10|2|77|-1|55|1|27|9
92aa11|383|0|0|0|-1|1|U|-1|-1|-1|-1|8x10|2|78|-1|56|1|27|9
3bc5|384|0|0|0|-1|1|U|-1|-1|-1|-1|8x10|2|79|-1|57|1|27|9
tc72|385|0|0|0|-1|1|U|-1|-1|-1|-1|8x10|2|80|-1|58|1|27|9
tc72|386|0|0|0|-1|1|U|-1|-1|-1|-1|8x10|2|81|-1|58|1|27|9
14b19|387|0|0|0|-1|1|U|-1|-1|-1|-1|8x10|2|82|-1|59|1|27|9
14b4|388|End of Row 2, Secondary trees|0|0|-1|1|U|-1|-1|-1|-1|8x10|2|83|-1|60|1|27|9
dn34|389|Start 2017 row 3 Primary clones|Woven textile with 2 halves, plastic staples|0|-1|1|U|-1|-1|-1|-1|8x10|3|1|-1|1|2|27|9
dn34|390|0|Woven textile with 2 halves, plastic staples|0|-1|1|U|-1|-1|-1|-1|8x10|3|2|-1|1|2|27|9
dn34|391|0|Woven textile with 2 halves, plastic staples|0|-1|1|U|-1|-1|-1|-1|8x10|3|3|-1|1|2|27|9
4ab4|392|0|Woven textile with 2 halves, plastic staples|0|-1|1|U|-1|-1|-1|-1|8x10|3|4|-1|2|2|27|9
4ab4|393|0|Woven textile with 2 halves, plastic staples|0|-1|1|U|-1|-1|-1|-1|8x10|3|5|-1|2|2|27|9
cag204|394|0|Woven textile with 2 halves, plastic staples|0|-1|1|U|-1|-1|-1|-1|8x10|3|6|-1|3|2|27|9
5br3|395|0|Woven textile with 2 halves, plastic staples|0|-1|1|U|-1|-1|-1|-1|8x10|3|7|-1|4|2|27|9
5br3|396|0|Woven textile with 2 halves, plastic staples|0|-1|1|U|-1|-1|-1|-1|8x10|3|8|-1|4|2|27|9
8bg3|397|0|Woven textile with 2 halves, plastic staples|0|-1|1|U|-1|-1|-1|-1|8x10|3|9|-1|3|2|27|9
8bg3|398|0|Woven textile with 2 halves, plastic staples|0|-1|1|U|-1|-1|-1|-1|8x10|3|10|-1|3|2|27|9
2b52|399|0|One folded piece woven textile with ss staples|0|-1|1|U|-1|-1|-1|-1|8x10|3|11|-1|4|2|27|9
2b52|400|0|One folded piece woven textile with ss staples|0|-1|1|U|-1|-1|-1|-1|8x10|3|12|-1|4|2|27|9
2b55|401|0|One folded piece woven textile with ss staples|0|-1|1|U|-1|-1|-1|-1|8x10|3|13|-1|5|2|27|9
2b55|402|0|One folded piece woven textile with ss staples|0|-1|1|U|-1|-1|-1|-1|8x10|3|14|-1|5|2|27|9
18bg19|403|0|One folded piece woven textile with ss staples|0|-1|1|U|-1|-1|-1|-1|8x10|3|15|-1|6|2|27|9
18bg19|404|0|One folded piece woven textile with ss staples|0|-1|1|U|-1|-1|-1|-1|8x10|3|16|-1|6|2|27|9
3bc1|405|0|One folded piece woven textile with ss staples|0|-1|1|U|-1|-1|-1|-1|8x10|3|17|-1|7|2|27|9
3bc1|406|0|One folded piece woven textile with ss staples|0|-1|1|U|-1|-1|-1|-1|8x10|3|18|-1|7|2|27|9
2b3|407|0|One folded piece woven textile with ss staples|0|-1|1|U|-1|-1|-1|-1|8x10|3|19|-1|8|2|27|9
2b3|408|0|One folded piece woven textile with ss staples|0|-1|1|U|-1|-1|-1|-1|8x10|3|20|-1|8|2|27|9
2b25|409|0|One folded piece woven textile with ss staples|0|-1|1|U|-1|-1|-1|-1|8x10|3|21|-1|9|2|27|9
2b25|410|0|One folded piece woven textile with ss staples|0|-1|1|U|-1|-1|-1|-1|8x10|3|22|-1|9|2|27|9
11ab10|411|0|One folded piece woven textile with ss staples|0|-1|1|U|-1|-1|-1|-1|8x10|3|23|-1|10|2|27|9
11ab10|412|0|One folded piece woven textile with ss staples|0|-1|1|U|-1|-1|-1|-1|8x10|3|24|-1|10|2|27|9
11ab22|413|0|One folded piece woven textile with ss staples|0|-1|1|U|-1|-1|-1|-1|8x10|3|25|-1|11|2|27|9
11ab22|414|0|One folded piece woven textile with ss staples|0|-1|1|U|-1|-1|-1|-1|8x10|3|26|-1|11|2|27|9
14b7|415|0|One folded piece woven textile with ss staples|0|-1|1|U|-1|-1|-1|-1|8x10|3|27|-1|12|2|27|9
14b7|416|0|One folded piece woven textile with ss staples|0|-1|1|U|-1|-1|-1|-1|8x10|3|28|-1|12|2|27|9
14b21|417|0|One folded piece woven textile with ss staples|0|-1|1|U|-1|-1|-1|-1|8x10|3|29|-1|13|2|27|9
14b21|418|0|One folded piece woven textile with ss staples|0|-1|1|U|-1|-1|-1|-1|8x10|3|30|-1|13|2|27|9
14b10|419|0|One folded piece woven textile with ss staples|0|-1|1|U|-1|-1|-1|-1|8x10|3|31|-1|14|2|27|9
14b10|420|0|One folded piece woven textile with ss staples|0|-1|1|U|-1|-1|-1|-1|8x10|3|32|-1|14|2|27|9
16ab8|421|0|One folded piece woven textile with ss staples|0|-1|1|U|-1|-1|-1|-1|8x10|3|33|-1|15|2|27|9
16ab8|422|0|One folded piece woven textile with ss staples|0|-1|1|U|-1|-1|-1|-1|8x10|3|34|-1|15|2|27|9
23ba11|423|0|One folded piece woven textile with ss staples|0|-1|1|U|-1|-1|-1|-1|8x10|3|35|-1|16|2|27|9
23ba11|424|0|One folded piece woven textile with ss staples|0|-1|1|U|-1|-1|-1|-1|8x10|3|36|-1|16|2|27|9
100aa12|425|0|One folded piece woven textile with ss staples|0|-1|1|U|-1|-1|-1|-1|8x10|3|37|-1|17|2|27|9
100aa12|426|0|One folded piece woven textile with ss staples|0|-1|1|U|-1|-1|-1|-1|8x10|3|38|-1|17|2|27|9
105aa3|427|0|One folded piece woven textile with ss staples|0|-1|1|U|-1|-1|-1|-1|8x10|3|39|-1|18|2|27|9
105aa3|428|0|One folded piece woven textile with ss staples|0|-1|1|U|-1|-1|-1|-1|8x10|3|40|-1|18|2|27|9
106aa7|429|End of Row 3, Primary trees|One folded piece woven textile with ss staples|0|-1|1|U|-1|-1|-1|-1|8x10|3|41|-1|19|2|27|9
2b29|430|Start row 3, Secondary trees|One folded piece woven textile with ss staples|0|-1|1|U|-1|-1|-1|-1|8x10|3|42|-1|20|2|27|9
2b29|431|0|One folded piece woven textile with ss staples|0|-1|1|U|-1|-1|-1|-1|8x10|3|43|-1|20|2|27|9
14b30|432|0|One folded piece woven textile with ss staples|0|-1|1|U|-1|-1|-1|-1|8x10|3|44|-1|21|2|27|9
2b4|433|0|One folded piece woven textile with ss staples|0|-1|1|U|-1|-1|-1|-1|8x10|3|45|-1|22|2|27|9
2b4|434|0|One folded piece woven textile with ss staples|0|-1|1|U|-1|-1|-1|-1|8x10|3|46|-1|22|2|27|9
22bg8|435|0|One folded piece woven textile with ss staples|0|-1|1|U|-1|-1|-1|-1|8x10|3|47|-1|23|2|27|9
14b17|436|0|One folded piece woven textile with ss staples|0|-1|1|U|-1|-1|-1|-1|8x10|3|48|-1|24|2|27|9
23ba5|437|0|One folded piece woven textile with ss staples|0|-1|1|U|-1|-1|-1|-1|8x10|3|49|-1|25|2|27|9
11ab11|438|0|One folded piece woven textile with ss staples|0|-1|1|U|-1|-1|-1|-1|8x10|3|50|-1|26|2|27|9
106aa3|439|0|One folded piece woven textile with ss staples|0|-1|1|U|-1|-1|-1|-1|8x10|3|51|-1|27|2|27|9
22bg7|440|End of Row 3, Secondary trees|One folded piece woven textile with ss staples|0|-1|1|U|-1|-1|-1|-1|8x10|3|52|-1|28|2|27|9
dn34|441|Start 2017 row 4 Primary clones|Woven textile with 2 halves, ss staples|0|-1|1|U|-1|-1|-1|-1|8x10|4|1|-1|1|2|27|9
dn34|442|0|Woven textile with 2 halves, ss staples|0|-1|1|U|-1|-1|-1|-1|8x10|4|2|-1|1|2|27|9
dn34|443|0|Woven textile with 2 halves, ss staples|0|-1|1|U|-1|-1|-1|-1|8x10|4|3|-1|1|2|27|9
7bt1|444|0|Woven textile with 2 halves, ss staples|0|-1|1|U|-1|-1|-1|-1|8x10|4|4|-1|2|2|27|9
7bt1|445|0|Woven textile with 2 halves, ss staples|0|-1|1|U|-1|-1|-1|-1|8x10|4|5|-1|2|2|27|9
3bc3|446|0|Woven textile with 2 halves, ss staples|0|-1|1|U|-1|-1|-1|-1|8x10|4|6|-1|3|2|27|9
3bc3|447|0|Woven textile with 2 halves, ss staples|0|-1|1|U|-1|-1|-1|-1|8x10|4|7|-1|3|2|27|9
8bg9|448|0|Woven textile with 2 halves, ss staples|0|-1|1|U|-1|-1|-1|-1|8x10|4|8|-1|4|2|27|9
8bg9|449|0|Woven textile with 2 halves, ss staples|0|-1|1|U|-1|-1|-1|-1|8x10|4|9|-1|4|2|27|9
2b6|450|0|Woven textile with 2 halves, ss staples|0|-1|1|U|-1|-1|-1|-1|8x10|4|10|-1|5|2|27|9
2b6|451|0|Woven textile with 2 halves, ss staples|0|-1|1|U|-1|-1|-1|-1|8x10|4|11|-1|5|2|27|9
